credit_score,monthly_income,age,existing_emis,employment_type,loan_amount,property_owned,annual_income,dti_ratio,income_to_loan_ratio,approved
719,10988,24,3413,0,500000,1,131856,0.3106,0.2637,0
654,72831,49,16785,0,1400000,1,873972,0.2305,0.6243,1
597,25080,38,3603,0,1200000,1,300960,0.1437,0.2508,0
769,26142,41,4199,0,600000,1,313704,0.1606,0.5228,1
752,74068,31,11539,0,5200000,1,888816,0.1558,0.1709,1
692,39803,21,16515,3,800000,0,477636,0.4149,0.597,0
847,85021,44,8084,2,2800000,0,1020252,0.0951,0.3644,1
614,101326,38,17236,0,1300000,0,1215912,0.1701,0.9353,1
577,33291,48,6471,2,1700000,0,399492,0.1944,0.235,0
644,78901,33,14518,1,6200000,0,946812,0.184,0.1527,0
696,31154,30,58,0,600000,0,373848,0.0019,0.6231,1
719,187188,48,22825,2,1400000,0,2246256,0.1219,1.6045,1
680,32345,54,7256,0,1200000,1,388140,0.2243,0.3234,1
728,90730,35,31049,2,5800000,1,1088760,0.3422,0.1877,1
599,81330,27,20841,0,6600000,0,975960,0.2563,0.1479,0
815,59257,43,10262,0,500000,1,711084,0.1732,1.4222,1
693,32783,32,9812,0,2200000,1,393396,0.2993,0.1788,0
789,44764,40,13413,0,1500000,1,537168,0.2996,0.3581,1
727,13464,32,1502,0,200000,1,161568,0.1116,0.8078,1
736,56086,50,2619,3,1100000,0,673032,0.0467,0.6118,1
745,60461,28,21852,1,4700000,0,725532,0.3614,0.1544,0
735,53108,39,12661,0,3600000,0,637296,0.2384,0.177,1
751,8233,30,653,0,200000,1,98796,0.0793,0.494,1
806,22939,32,2705,2,1800000,0,275268,0.1179,0.1529,1
715,31292,30,10792,0,400000,1,375504,0.3449,0.9388,1
756,58395,42,17166,0,1800000,0,700740,0.294,0.3893,1
692,58314,44,24802,2,3300000,0,699768,0.4253,0.2121,0
815,44261,40,9260,3,3700000,1,531132,0.2092,0.1435,1
645,71764,33,1685,1,3000000,1,861168,0.0235,0.2871,1
844,26482,36,8346,0,1800000,1,317784,0.3152,0.1765,1
696,70695,43,8109,0,5400000,1,848340,0.1147,0.1571,1
585,65175,44,9498,1,400000,1,782100,0.1457,1.9552,0
710,61484,21,5440,2,1700000,1,737808,0.0885,0.434,1
645,43948,32,6109,4,600000,1,527376,0.139,0.879,0
767,147037,32,54883,0,9700000,0,1764444,0.3733,0.1819,1
647,65901,41,17102,2,3300000,0,790812,0.2595,0.2396,0
664,27419,34,1346,0,300000,0,329028,0.0491,1.0968,1
548,56896,42,15018,0,2200000,0,682752,0.264,0.3103,0
663,76994,24,21951,0,3500000,1,923928,0.2851,0.264,1
506,34445,37,13714,4,2000000,1,413340,0.3981,0.2067,0
573,94236,44,36454,0,6200000,1,1130832,0.3868,0.1824,0
760,61649,21,1744,0,700000,0,739788,0.0283,1.0568,1
762,12022,60,4688,3,500000,0,144264,0.39,0.2885,0
734,58677,46,1343,0,1000000,1,704124,0.0229,0.7041,1
622,38421,35,2664,0,2400000,1,461052,0.0693,0.1921,0
696,67663,26,3396,1,3800000,0,811956,0.0502,0.2137,0
699,86381,33,7062,1,5300000,1,1036572,0.0818,0.1956,1
607,55110,35,19920,0,600000,0,661320,0.3615,1.1022,1
820,133139,39,41107,3,6000000,0,1597668,0.3088,0.2663,1
770,44036,50,13612,0,3100000,1,528432,0.3091,0.1705,1
682,71317,30,29593,2,4300000,0,855804,0.415,0.199,0
702,79456,40,14010,1,5800000,1,953472,0.1763,0.1644,1
716,46239,22,68,0,1000000,1,554868,0.0015,0.5549,1
536,78218,30,22518,2,2200000,0,938616,0.2879,0.4266,0
680,34310,38,13402,0,1300000,1,411720,0.3906,0.3167,1
645,38042,41,16712,0,1700000,1,456504,0.4393,0.2685,0
619,22303,27,3652,3,500000,1,267636,0.1637,0.5353,0
677,56661,30,20962,0,2000000,1,679932,0.37,0.34,1
843,59584,49,22770,0,3500000,1,715008,0.3821,0.2043,1
751,99464,46,6464,0,5600000,1,1193568,0.065,0.2131,1
654,78801,37,22393,0,1100000,0,945612,0.2842,0.8596,1
745,41320,21,3219,2,3400000,1,495840,0.0779,0.1458,1
811,24175,60,4858,3,1200000,0,290100,0.201,0.2417,0
773,63558,34,25148,0,2700000,1,762696,0.3957,0.2825,1
704,95458,31,33912,0,7700000,0,1145496,0.3553,0.1488,1
648,77119,29,19792,0,1300000,1,925428,0.2566,0.7119,1
755,93965,38,34195,0,4500000,1,1127580,0.3639,0.2506,1
731,43168,38,2968,0,2900000,1,518016,0.0688,0.1786,1
771,37050,44,3249,0,1300000,0,444600,0.0877,0.342,1
750,31503,25,2960,0,1900000,1,378036,0.094,0.199,1
783,47404,31,16553,1,3600000,1,568848,0.3492,0.158,1
657,46762,55,18748,3,1200000,1,561144,0.4009,0.4676,0
805,55492,37,14054,1,1300000,0,665904,0.2533,0.5122,1
715,45361,33,19554,1,1500000,0,544332,0.4311,0.3629,0
850,45243,25,14822,0,1700000,0,542916,0.3276,0.3194,1
644,30760,40,7802,2,400000,0,369120,0.2536,0.9228,0
838,86247,45,23736,3,2000000,1,1034964,0.2752,0.5175,1
715,51323,43,19620,3,3800000,0,615876,0.3823,0.1621,0
647,44149,32,1791,0,2200000,0,529788,0.0406,0.2408,0
661,31305,38,2366,1,800000,1,375660,0.0756,0.4696,1
674,22045,51,2641,1,1700000,1,264540,0.1198,0.1556,0
733,107449,45,43264,0,7100000,1,1289388,0.4026,0.1816,1
741,68376,27,29075,4,2300000,0,820512,0.4252,0.3567,0
654,18502,21,2965,0,1200000,1,222024,0.1603,0.185,0
698,77488,37,32214,0,4000000,0,929856,0.4157,0.2325,0
850,85262,42,20981,0,5000000,0,1023144,0.2461,0.2046,1
838,52818,24,11248,0,1600000,0,633816,0.213,0.3961,1
734,127882,34,47923,3,2800000,0,1534584,0.3747,0.5481,0
703,55828,32,13719,0,1400000,0,669936,0.2457,0.4785,1
709,20950,36,4284,0,200000,1,251400,0.2045,1.257,1
749,61028,29,438,1,2600000,0,732336,0.0072,0.2817,1
618,56779,47,329,0,2100000,1,681348,0.0058,0.3245,1
679,34133,36,9639,1,200000,1,409596,0.2824,2.048,0
566,69157,26,2284,1,5000000,0,829884,0.033,0.166,0
731,18022,44,5976,0,1000000,0,216264,0.3316,0.2163,0
751,88817,22,24873,3,3600000,0,1065804,0.28,0.2961,1
661,28944,47,5961,0,2300000,1,347328,0.2059,0.151,0
825,27147,44,8671,1,2100000,1,325764,0.3194,0.1551,1
601,45784,48,20460,3,600000,1,549408,0.4469,0.9157,0
582,63562,33,7046,1,3400000,0,762744,0.1109,0.2243,0
717,54087,30,13558,0,3700000,0,649044,0.2507,0.1754,1
783,31395,35,11907,0,600000,1,376740,0.3793,0.6279,1
834,36183,34,274,1,500000,0,434196,0.0076,0.8684,1
663,24839,28,2274,3,600000,0,298068,0.0915,0.4968,0
786,42838,29,10042,0,1100000,0,514056,0.2344,0.4673,1
696,93434,31,23219,0,7500000,0,1121208,0.2485,0.1495,1
686,48895,23,1899,0,3200000,0,586740,0.0388,0.1834,0
770,82096,41,15051,1,800000,0,985152,0.1833,1.2314,1
752,117388,34,27457,0,7900000,1,1408656,0.2339,0.1783,1
573,34447,31,6556,2,600000,0,413364,0.1903,0.6889,0
818,43829,23,13817,2,1400000,0,525948,0.3152,0.3757,1
810,180361,23,62605,0,5500000,0,2164332,0.3471,0.3935,1
649,116611,54,24152,0,3100000,0,1399332,0.2071,0.4514,0
731,17971,28,3442,1,500000,1,215652,0.1915,0.4313,1
739,61838,41,19628,0,4000000,1,742056,0.3174,0.1855,1
720,49037,36,12253,0,1300000,0,588444,0.2499,0.4526,1
655,80488,21,31526,0,5500000,0,965856,0.3917,0.1756,0
646,31351,52,6787,0,400000,1,376212,0.2165,0.9405,0
697,29620,41,7655,0,1500000,0,355440,0.2584,0.237,0
793,32674,27,1893,2,2300000,0,392088,0.0579,0.1705,1
743,34781,34,13084,1,400000,0,417372,0.3762,1.0434,1
670,79953,23,15193,4,4400000,0,959436,0.19,0.2181,0
761,24131,53,7808,0,1100000,0,289572,0.3236,0.2632,0
472,33739,25,6520,0,1000000,0,404868,0.1932,0.4049,0
791,16757,29,7,0,200000,0,201084,0.0004,1.0054,1
560,89704,27,16163,0,5200000,0,1076448,0.1802,0.207,0
671,105094,35,6975,0,3100000,1,1261128,0.0664,0.4068,1
610,40285,48,7226,0,1300000,1,483420,0.1794,0.3719,0
596,40996,52,5928,0,2500000,1,491952,0.1446,0.1968,0
792,64339,31,5864,0,5100000,0,772068,0.0911,0.1514,1
662,118739,38,6613,0,3800000,0,1424868,0.0557,0.375,1
727,62640,35,20536,0,4000000,0,751680,0.3278,0.1879,1
696,32256,25,10956,0,2600000,1,387072,0.3397,0.1489,0
738,18558,59,2213,2,200000,0,222696,0.1192,1.1135,1
706,25107,48,5594,0,1100000,1,301284,0.2228,0.2739,1
597,51222,36,10696,0,300000,0,614664,0.2088,2.0489,0
779,33083,50,5288,0,2300000,1,396996,0.1598,0.1726,1
660,55104,47,6884,0,1500000,1,661248,0.1249,0.4408,1
575,35180,35,2945,2,1100000,0,422160,0.0837,0.3838,0
665,25980,38,10204,0,1500000,0,311760,0.3928,0.2078,0
820,24192,50,9071,1,1600000,1,290304,0.375,0.1814,1
768,125168,25,23497,0,4600000,1,1502016,0.1877,0.3265,1
672,83566,51,27120,1,4800000,0,1002792,0.3245,0.2089,0
672,138456,32,31048,3,11100000,1,1661472,0.2242,0.1497,0
674,67776,50,2604,2,5000000,1,813312,0.0384,0.1627,1
850,37873,34,14015,0,2200000,1,454476,0.3701,0.2066,1
730,108445,38,10700,2,8600000,0,1301340,0.0987,0.1513,1
734,48057,34,15285,0,3500000,0,576684,0.3181,0.1648,1
782,55966,29,13282,0,3500000,0,671592,0.2373,0.1919,1
719,47777,32,14846,1,3700000,0,573324,0.3107,0.155,0
679,8365,48,1773,3,500000,1,100380,0.212,0.2008,0
684,128391,21,40591,0,5800000,0,1540692,0.3162,0.2656,0
694,65814,22,971,1,2900000,0,789768,0.0148,0.2723,1
697,59748,27,1098,0,300000,0,716976,0.0184,2.3899,1
758,47237,24,19053,0,300000,0,566844,0.4033,1.8895,1
704,54071,50,18241,2,3400000,0,648852,0.3374,0.1908,0
758,34256,47,12770,0,1600000,1,411072,0.3728,0.2569,1
693,70965,40,14580,0,4600000,0,851580,0.2055,0.1851,1
706,22375,28,4628,0,1700000,0,268500,0.2068,0.1579,0
540,54810,48,13170,1,2200000,0,657720,0.2403,0.299,0
773,68661,21,7528,0,800000,0,823932,0.1096,1.0299,1
727,43512,56,14362,0,2300000,1,522144,0.3301,0.227,1
779,61237,28,22856,0,800000,0,734844,0.3732,0.9186,1
468,27043,32,11040,3,1400000,0,324516,0.4082,0.2318,0
850,27460,30,6388,1,1200000,0,329520,0.2326,0.2746,1
688,56501,24,10540,1,3400000,1,678012,0.1865,0.1994,1
788,73653,54,27540,1,2400000,0,883836,0.3739,0.3683,1
616,15916,42,5390,0,200000,0,190992,0.3387,0.955,0
749,67051,47,26168,0,1600000,0,804612,0.3903,0.5029,1
615,35386,22,10441,0,2000000,1,424632,0.2951,0.2123,0
650,43665,36,17356,0,1800000,1,523980,0.3975,0.2911,0
850,21944,40,879,0,1000000,0,263328,0.0401,0.2633,1
684,29408,37,8993,1,900000,0,352896,0.3058,0.3921,0
717,87524,23,3497,0,6200000,0,1050288,0.04,0.1694,1
769,49996,45,16849,0,4100000,1,599952,0.337,0.1463,1
739,38961,36,11018,0,1100000,0,467532,0.2828,0.425,1
712,45711,25,328,0,2800000,1,548532,0.0072,0.1959,1
729,65744,21,17729,0,1200000,0,788928,0.2697,0.6574,1
850,63850,41,4202,1,4000000,1,766200,0.0658,0.1915,1
695,46863,59,3003,0,1800000,1,562356,0.0641,0.3124,1
716,94445,24,6394,0,5000000,0,1133340,0.0677,0.2267,1
784,87752,36,19105,1,2100000,0,1053024,0.2177,0.5014,1
788,62819,46,3265,0,4500000,1,753828,0.052,0.1675,1
794,50653,22,2864,1,900000,0,607836,0.0565,0.6754,1
751,72721,30,8382,0,5700000,1,872652,0.1153,0.1531,1
608,59193,26,22,2,600000,1,710316,0.0004,1.1839,1
830,92640,44,11497,0,2600000,1,1111680,0.1241,0.4276,1
608,84097,48,23402,1,4100000,1,1009164,0.2783,0.2461,0
724,26610,36,7203,0,1900000,1,319320,0.2707,0.1681,0
639,25550,26,11147,0,1300000,0,306600,0.4363,0.2358,0
694,32184,30,1732,1,700000,1,386208,0.0538,0.5517,1
726,88052,28,34296,0,6400000,0,1056624,0.3895,0.1651,1
725,19038,25,3351,0,900000,0,228456,0.176,0.2538,0
733,62121,33,10819,0,1400000,0,745452,0.1742,0.5325,1
829,60932,40,9564,0,3000000,0,731184,0.157,0.2437,1
736,98478,39,5527,1,5700000,0,1181736,0.0561,0.2073,1
680,54622,34,11761,1,3200000,0,655464,0.2153,0.2048,0
777,21896,35,7758,0,1300000,1,262752,0.3543,0.2021,1
795,27567,34,10859,0,2000000,0,330804,0.3939,0.1654,1
601,24120,22,10450,3,1600000,0,289440,0.4333,0.1809,0
747,35498,36,12544,0,1800000,0,425976,0.3534,0.2367,0
756,43925,29,12316,1,300000,0,527100,0.2804,1.757,1
676,24360,21,5453,0,1500000,0,292320,0.2239,0.1949,0
810,118467,38,46640,2,9700000,0,1421604,0.3937,0.1466,1
687,22133,28,7365,0,600000,0,265596,0.3328,0.4427,0
710,109936,37,7977,0,5800000,0,1319232,0.0726,0.2275,1
686,99817,43,30658,0,6500000,1,1197804,0.3071,0.1843,0
701,84034,25,16299,1,4600000,0,1008408,0.194,0.2192,1
612,32329,35,8667,0,2500000,0,387948,0.2681,0.1552,0
584,60202,21,24337,1,2500000,0,722424,0.4043,0.289,0
827,22778,50,6688,0,1000000,1,273336,0.2936,0.2733,1
632,84672,21,35767,0,700000,0,1016064,0.4224,1.4515,0
620,46892,29,18281,2,3500000,0,562704,0.3899,0.1608,0
527,38346,48,2224,0,1000000,1,460152,0.058,0.4602,0
648,23523,32,123,0,1900000,1,282276,0.0052,0.1486,0
594,11086,23,1917,0,200000,0,133032,0.1729,0.6652,0
831,26288,42,10236,4,600000,1,315456,0.3894,0.5258,1
780,95576,41,9897,0,4100000,1,1146912,0.1036,0.2797,1
644,38495,28,11976,0,2200000,0,461940,0.3111,0.21,0
850,44285,29,9485,0,1700000,1,531420,0.2142,0.3126,1
778,72644,30,24389,0,2400000,0,871728,0.3357,0.3632,1
674,144842,32,10753,0,6900000,1,1738104,0.0742,0.2519,1
500,108553,21,11679,2,8700000,0,1302636,0.1076,0.1497,0
850,27353,33,2985,0,2200000,1,328236,0.1091,0.1492,1
588,15282,52,3771,1,400000,0,183384,0.2468,0.4585,0
568,201948,26,26320,0,11900000,1,2423376,0.1303,0.2036,0
781,191261,29,69862,2,11900000,1,2295132,0.3653,0.1929,1
850,54889,23,8565,4,3100000,1,658668,0.156,0.2125,1
810,22872,41,6801,0,300000,0,274464,0.2974,0.9149,1
745,87372,47,37292,0,4200000,1,1048464,0.4268,0.2496,1
747,45945,46,12548,1,3000000,0,551340,0.2731,0.1838,0
768,45807,22,4991,0,900000,0,549684,0.109,0.6108,1
760,83840,39,31331,0,2700000,0,1006080,0.3737,0.3726,1
722,59911,49,338,3,1300000,0,718932,0.0056,0.553,1
708,24064,40,2777,0,1800000,1,288768,0.1154,0.1604,1
694,40342,39,7034,0,2900000,0,484104,0.1744,0.1669,0
639,72888,30,6428,2,1300000,0,874656,0.0882,0.6728,0
677,66579,37,18096,0,4300000,0,798948,0.2718,0.1858,0
564,57366,47,14404,0,1900000,1,688392,0.2511,0.3623,0
692,85823,38,15699,0,5100000,0,1029876,0.1829,0.2019,1
620,39457,22,5226,0,1700000,1,473484,0.1324,0.2785,1
611,54567,30,10654,3,2300000,0,654804,0.1952,0.2847,0
714,8000,47,1048,3,500000,1,96000,0.131,0.192,0
811,37429,38,3726,0,2000000,1,449148,0.0995,0.2246,1
773,77523,36,12254,2,1800000,0,930276,0.1581,0.5168,1
574,38784,29,10512,0,500000,1,465408,0.271,0.9308,0
620,37058,46,10812,1,2900000,1,444696,0.2918,0.1533,0
775,26242,51,3511,0,400000,1,314904,0.1338,0.7873,1
621,89502,47,38157,0,5600000,0,1074024,0.4263,0.1918,0
682,68123,49,8030,0,3000000,0,817476,0.1179,0.2725,1
744,80438,31,25777,0,1300000,0,965256,0.3205,0.7425,1
622,17400,29,637,0,1100000,1,208800,0.0366,0.1898,0
708,44521,33,13319,0,3400000,0,534252,0.2992,0.1571,0
593,41437,35,8576,4,600000,0,497244,0.207,0.8287,0
651,41425,49,10608,3,400000,1,497100,0.2561,1.2427,0
725,33873,46,2805,2,2400000,0,406476,0.0828,0.1694,1
572,39828,40,7770,0,1700000,0,477936,0.1951,0.2811,0
735,81616,21,28143,0,4700000,0,979392,0.3448,0.2084,1
698,15557,21,5370,0,600000,0,186684,0.3452,0.3111,0
744,142397,37,15222,0,5400000,0,1708764,0.1069,0.3164,1
717,65532,43,10397,0,1900000,1,786384,0.1587,0.4139,1
809,47791,34,82,0,2300000,1,573492,0.0017,0.2493,1
710,84465,54,3419,0,1500000,0,1013580,0.0405,0.6757,1
665,20514,24,1169,2,1200000,0,246168,0.057,0.2051,0
709,32898,22,4347,1,1600000,0,394776,0.1321,0.2467,0
743,45585,28,15569,0,3200000,1,547020,0.3415,0.1709,1
703,111227,27,25539,1,8600000,0,1334724,0.2296,0.1552,0
703,47672,40,17003,0,3600000,0,572064,0.3567,0.1589,0
643,64217,30,21815,0,3300000,0,770604,0.3397,0.2335,0
646,34415,21,9092,0,1000000,0,412980,0.2642,0.413,0
587,65650,43,14767,1,2200000,0,787800,0.2249,0.3581,0
839,134100,21,56200,0,7600000,0,1609200,0.4191,0.2117,1
600,89082,24,22820,0,5400000,1,1068984,0.2562,0.198,0
644,46682,21,10142,0,800000,0,560184,0.2173,0.7002,0
642,73518,37,28753,0,6100000,1,882216,0.3911,0.1446,0
771,69321,36,2228,0,900000,0,831852,0.0321,0.9243,1
676,66433,54,19611,1,3500000,0,797196,0.2952,0.2278,0
799,95527,44,4858,0,4500000,1,1146324,0.0509,0.2547,1
646,95100,49,35084,1,4900000,0,1141200,0.3689,0.2329,0
722,45419,37,16200,0,2100000,0,545028,0.3567,0.2595,0
633,72050,25,16327,0,700000,1,864600,0.2266,1.2351,1
850,38954,36,11587,1,3200000,1,467448,0.2975,0.1461,1
604,28174,40,9795,0,2300000,0,338088,0.3477,0.147,0
724,41701,42,9069,0,1900000,1,500412,0.2175,0.2634,1
750,46827,30,19090,0,1000000,0,561924,0.4077,0.5619,1
733,18088,39,3557,1,300000,0,217056,0.1966,0.7235,0
685,82141,25,32972,1,800000,1,985692,0.4014,1.2321,1
689,9317,24,2443,0,500000,0,111804,0.2622,0.2236,0
703,249918,23,47936,0,10800000,1,2999016,0.1918,0.2777,1
688,120707,35,222,1,4600000,0,1448484,0.0018,0.3149,1
777,41914,23,5574,0,1900000,0,502968,0.133,0.2647,1
850,49298,30,19254,0,3600000,0,591576,0.3906,0.1643,1
655,58793,44,11342,1,600000,0,705516,0.1929,1.1759,1
590,34423,24,6528,1,1600000,1,413076,0.1896,0.2582,0
692,55026,29,12118,0,3300000,0,660312,0.2202,0.2001,1
850,44963,35,5792,1,3600000,0,539556,0.1288,0.1499,1
635,46324,37,10246,0,2900000,0,555888,0.2212,0.1917,0
831,54659,30,9242,1,2600000,0,655908,0.1691,0.2523,1
834,22289,42,9121,0,1400000,0,267468,0.4092,0.191,0
655,50198,40,12739,0,4200000,1,602376,0.2538,0.1434,0
745,54071,46,20296,0,4000000,1,648852,0.3754,0.1622,1
830,52960,34,16369,0,600000,0,635520,0.3091,1.0592,1
669,43066,29,4120,0,2100000,0,516792,0.0957,0.2461,0
683,97024,28,37882,1,6500000,0,1164288,0.3904,0.1791,0
653,39648,38,1557,0,2300000,0,475776,0.0393,0.2069,1
618,56184,31,11342,1,2100000,1,674208,0.2019,0.3211,1
648,106764,29,11489,0,3300000,0,1281168,0.1076,0.3882,0
602,46740,30,11306,1,2500000,1,560880,0.2419,0.2244,0
702,55752,28,7527,0,2100000,0,669024,0.135,0.3186,1
638,46266,36,15049,0,1600000,1,555192,0.3253,0.347,0
718,102993,21,43423,0,7300000,0,1235916,0.4216,0.1693,0
575,41997,38,13400,0,1200000,1,503964,0.3191,0.42,0
726,105874,41,16928,0,5900000,0,1270488,0.1599,0.2153,1
766,46066,29,12439,0,3400000,0,552792,0.27,0.1626,1
540,29270,54,11703,4,1500000,0,351240,0.3998,0.2342,0
729,73690,35,8954,2,3200000,0,884280,0.1215,0.2763,1
798,40831,21,2171,2,300000,1,489972,0.0532,1.6332,1
603,71132,32,4185,0,4200000,0,853584,0.0588,0.2032,1
833,9531,35,2122,2,700000,0,114372,0.2226,0.1634,0
733,49174,39,16200,0,3300000,0,590088,0.3294,0.1788,1
643,37206,32,11004,0,2000000,0,446472,0.2958,0.2232,0
695,25901,24,5290,0,1100000,0,310812,0.2042,0.2826,0
744,35173,24,11543,0,800000,0,422076,0.3282,0.5276,1
706,34744,28,9911,0,2000000,0,416928,0.2853,0.2085,0
743,47629,29,13464,0,900000,1,571548,0.2827,0.6351,1
626,21581,23,1965,0,1600000,0,258972,0.0911,0.1619,0
713,59264,27,8336,1,1900000,0,711168,0.1407,0.3743,1
586,111271,41,17245,3,4100000,0,1335252,0.155,0.3257,0
691,58020,51,21101,0,1300000,0,696240,0.3637,0.5356,0
627,79649,42,27781,0,3400000,0,955788,0.3488,0.2811,0
641,94536,48,10749,1,5500000,1,1134432,0.1137,0.2063,0
798,102939,44,2554,0,3000000,0,1235268,0.0248,0.4118,1
787,150554,43,52016,3,9100000,1,1806648,0.3455,0.1985,1
748,36332,31,6701,2,1900000,1,435984,0.1844,0.2295,1
612,31853,36,3150,0,1100000,0,382236,0.0989,0.3475,0
674,78439,30,4130,0,2300000,0,941268,0.0527,0.4092,1
797,74978,32,432,4,5400000,0,899736,0.0058,0.1666,1
711,78073,35,15027,3,500000,0,936876,0.1925,1.8737,1
850,152294,42,23284,0,9400000,1,1827528,0.1529,0.1944,1
731,49356,39,15468,0,1900000,0,592272,0.3134,0.3117,1
715,63303,33,27821,1,3900000,0,759636,0.4395,0.1948,0
675,27221,35,2532,0,1200000,1,326652,0.093,0.2722,1
710,176520,39,19305,3,2200000,1,2118240,0.1094,0.9628,1
687,40057,41,6080,1,3300000,0,480684,0.1518,0.1457,0
756,40744,21,8542,1,500000,0,488928,0.2097,0.9779,1
776,39813,24,12499,0,700000,0,477756,0.3139,0.6825,1
637,33291,46,5273,1,1200000,1,399492,0.1584,0.3329,0
593,31645,34,1483,0,2500000,0,379740,0.0469,0.1519,0
553,35802,30,11766,0,1000000,0,429624,0.3286,0.4296,0
740,21601,32,7724,0,1000000,0,259212,0.3576,0.2592,0
611,30601,32,3410,0,1400000,0,367212,0.1114,0.2623,0
527,157846,40,9713,1,5000000,0,1894152,0.0615,0.3788,0
731,76221,23,18103,2,4500000,0,914652,0.2375,0.2033,1
850,85437,35,8008,0,3800000,0,1025244,0.0937,0.2698,1
699,99342,37,16726,0,5000000,0,1192104,0.1684,0.2384,1
767,147337,38,51540,0,3200000,1,1768044,0.3498,0.5525,1
706,16935,37,1673,0,1300000,1,203220,0.0988,0.1563,1
692,23436,40,8502,1,300000,1,281232,0.3628,0.9374,0
773,30265,29,9179,0,1800000,0,363180,0.3033,0.2018,1
676,36981,25,3656,2,2700000,0,443772,0.0989,0.1644,0
721,40931,59,9695,1,500000,1,491172,0.2369,0.9823,1
725,37489,31,10359,0,300000,1,449868,0.2763,1.4996,1
646,55914,33,5039,0,1700000,0,670968,0.0901,0.3947,0
779,50069,41,3265,0,3300000,1,600828,0.0652,0.1821,1
686,31770,50,7593,0,1900000,1,381240,0.239,0.2007,1
639,13288,29,4148,0,900000,0,159456,0.3122,0.1772,0
742,27018,25,5654,0,900000,0,324216,0.2093,0.3602,1
628,35258,22,1111,4,2900000,0,423096,0.0315,0.1459,0
702,42266,50,17597,0,1400000,0,507192,0.4163,0.3623,1
699,24889,24,7783,1,1700000,0,298668,0.3127,0.1757,0
786,36516,34,10207,0,1200000,1,438192,0.2795,0.3652,1
737,24869,25,7202,0,500000,0,298428,0.2896,0.5969,0
697,45456,21,8153,0,1400000,0,545472,0.1794,0.3896,1
765,25748,32,11405,0,500000,1,308976,0.4429,0.618,1
811,29456,25,1758,0,400000,0,353472,0.0597,0.8837,1
744,22354,28,7435,1,700000,0,268248,0.3326,0.3832,0
700,44707,55,8467,0,700000,1,536484,0.1894,0.7664,1
595,29147,39,11556,1,1300000,0,349764,0.3965,0.269,0
614,84463,44,27261,2,700000,1,1013556,0.3228,1.4479,0
675,62536,43,15822,2,2400000,0,750432,0.253,0.3127,0
651,47008,33,19835,1,3700000,0,564096,0.4219,0.1525,0
685,30379,30,12473,0,1000000,0,364548,0.4106,0.3645,0
704,61593,37,1450,3,1000000,1,739116,0.0235,0.7391,1
742,74192,36,6429,3,2200000,1,890304,0.0867,0.4047,1
694,53402,29,16246,1,3600000,0,640824,0.3042,0.178,0
738,128312,36,53227,0,3900000,1,1539744,0.4148,0.3948,1
705,64587,27,12507,0,2300000,0,775044,0.1936,0.337,1
541,84809,33,1461,1,5700000,0,1017708,0.0172,0.1785,0
624,53110,31,15374,2,1300000,1,637320,0.2895,0.4902,0
688,73526,22,6441,1,3100000,0,882312,0.0876,0.2846,1
603,30391,21,7553,1,300000,1,364692,0.2485,1.2156,0
747,37233,25,6445,0,700000,0,446796,0.1731,0.6383,1
822,60452,53,15180,0,1300000,0,725424,0.2511,0.558,1
797,60189,31,25255,1,2500000,0,722268,0.4196,0.2889,1
682,66474,42,14531,0,4600000,0,797688,0.2186,0.1734,1
819,94867,21,1474,1,3100000,0,1138404,0.0155,0.3672,1
711,20848,24,5449,1,700000,0,250176,0.2614,0.3574,1
673,27318,21,4004,0,800000,1,327816,0.1466,0.4098,1
650,56260,32,19700,0,1700000,1,675120,0.3502,0.3971,0
675,31741,59,6712,2,1100000,1,380892,0.2115,0.3463,1
668,372004,39,124106,0,28300000,0,4464048,0.3336,0.1577,0
713,66798,51,27318,0,500000,1,801576,0.409,1.6031,1
712,46770,32,7624,1,2500000,0,561240,0.163,0.2245,1
700,35979,48,16018,2,2700000,1,431748,0.4452,0.1599,0
734,36750,55,2477,2,1400000,0,441000,0.0674,0.315,1
795,49915,33,14463,0,2800000,1,598980,0.2898,0.2139,1
775,52427,29,820,0,2700000,0,629124,0.0156,0.233,1
581,37271,21,3573,2,1200000,1,447252,0.0959,0.3727,0
495,41610,31,11867,0,600000,1,499320,0.2852,0.8322,0
774,109817,35,2282,0,2500000,0,1317804,0.0208,0.5271,1
590,112499,55,5152,0,1100000,1,1349988,0.0458,1.2273,1
682,57023,22,7467,0,3700000,0,684276,0.1309,0.1849,1
606,21921,35,5678,0,1000000,0,263052,0.259,0.2631,0
555,67717,21,487,0,4500000,0,812604,0.0072,0.1806,0
743,124563,30,27037,0,3500000,0,1494756,0.2171,0.4271,1
760,111509,38,31399,4,7600000,1,1338108,0.2816,0.1761,1
653,76164,40,13795,0,2200000,0,913968,0.1811,0.4154,1
492,115088,40,3503,0,1700000,1,1381056,0.0304,0.8124,1
656,50616,38,13914,0,2400000,0,607392,0.2749,0.2531,0
731,71457,40,19481,0,5600000,1,857484,0.2726,0.1531,1
581,32582,35,7419,2,1200000,0,390984,0.2277,0.3258,0
714,58416,24,18220,1,2600000,0,700992,0.3119,0.2696,1
698,108849,21,10178,2,4400000,0,1306188,0.0935,0.2969,0
746,34418,29,10509,2,1400000,0,413016,0.3053,0.295,1
709,29235,33,2124,3,600000,0,350820,0.0727,0.5847,1
