Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001351,Male,No,0,Graduate,Yes,4437.0,0,242.0,180.0,1.0,Urban,Y
LP001352,Female,No,0,Graduate,No,3421.0,0,121.0,120.0,1.0,Urban,Y
LP001353,Male,No,0,Graduate,No,3926.0,0,111.0,360.0,1.0,Urban,Y
LP001354,Male,Yes,0,Not Graduate,No,3216.0,1392,134.0,360.0,,Rural,N
LP001355,Female,Yes,0,Graduate,Yes,13466.0,683,115.0,360.0,1.0,Urban,Y
LP001356,Male,Yes,0,Graduate,Yes,6208.0,7494,216.0,360.0,0.0,Urban,N
LP001357,Male,Yes,,Graduate,No,23195.0,1376,285.0,360.0,1.0,Semiurban,Y
LP001358,Male,No,3+,Graduate,No,7500.0,0,135.0,360.0,1.0,Urban,Y
LP001359,Male,Yes,0,Graduate,Yes,8547.0,737,167.0,360.0,,Semiurban,Y
LP001360,Male,Yes,0,Not Graduate,Yes,3175.0,6260,198.0,360.0,1.0,Rural,Y
LP001361,,Yes,2,Graduate,No,5266.0,8586,140.0,360.0,1.0,Urban,Y
LP001362,Male,Yes,0,Graduate,No,6271.0,544,95.0,300.0,1.0,Semiurban,Y
LP001363,Male,Yes,2,Not Graduate,No,4096.0,1585,114.0,360.0,1.0,Urban,Y
LP001364,Male,Yes,,Graduate,No,4542.0,5231,158.0,360.0,1.0,Semiurban,Y
LP001365,Male,No,1,Graduate,No,7724.0,0,157.0,120.0,1.0,Semiurban,Y
LP001366,Male,Yes,3+,Graduate,No,7815.0,2508,66.0,300.0,1.0,Urban,Y
LP001367,Male,Yes,0,Graduate,No,2691.0,471,113.0,360.0,1.0,Semiurban,Y
LP001368,Male,Yes,2,Graduate,No,7117.0,962,100.0,360.0,1.0,Semiurban,Y
LP001369,Male,Yes,1,Graduate,No,8365.0,2308,,360.0,1.0,Urban,Y
LP001370,Male,No,2,Graduate,No,4213.0,0,102.0,360.0,1.0,Urban,Y
LP001371,Male,No,0,Graduate,No,3963.0,0,112.0,60.0,1.0,Semiurban,Y
LP001372,Female,Yes,0,Graduate,No,7823.0,538,110.0,360.0,1.0,Urban,Y
LP001373,Male,No,0,Not Graduate,No,1282.0,0,184.0,360.0,1.0,Semiurban,Y
LP001374,Female,No,3+,Graduate,No,6010.0,0,198.0,360.0,0.0,Rural,N
LP001375,Female,Yes,0,Graduate,No,16005.0,6202,164.0,360.0,1.0,Semiurban,Y
LP001376,Male,Yes,0,Not Graduate,No,1264.0,1047,209.0,120.0,,Urban,Y
LP001377,Male,Yes,2,Graduate,No,9835.0,3431,220.0,360.0,1.0,Semiurban,Y
LP001378,Female,No,0,Graduate,No,8322.0,0,65.0,360.0,,Semiurban,N
LP001379,Male,Yes,1,Graduate,No,2533.0,822,170.0,180.0,1.0,Semiurban,Y
LP001380,Male,Yes,0,Graduate,No,8203.0,1141,116.0,120.0,1.0,Rural,Y
LP001381,Male,No,1,Not Graduate,No,10947.0,0,81.0,360.0,1.0,Semiurban,Y
LP001382,Male,No,0,Graduate,No,2963.0,0,118.0,360.0,,Urban,Y
LP001383,Male,No,0,Not Graduate,No,3927.0,0,180.0,300.0,1.0,Urban,Y
LP001384,Female,No,0,Graduate,No,6098.0,0,240.0,360.0,1.0,Rural,Y
LP001385,Female,Yes,0,Graduate,No,10792.0,1042,78.0,360.0,,Semiurban,Y
LP001386,Male,No,0,Graduate,No,4339.0,0,172.0,360.0,1.0,Rural,Y
LP001387,Male,Yes,0,Graduate,No,5853.0,4044,295.0,360.0,1.0,Semiurban,Y
LP001388,Male,Yes,1,Graduate,No,4028.0,2857,279.0,360.0,1.0,Rural,Y
LP001389,Female,No,0,Graduate,No,6092.0,0,34.0,240.0,,Semiurban,Y
LP001390,Male,Yes,0,Graduate,No,11249.0,4158,321.0,360.0,1.0,Rural,Y
LP001391,Female,Yes,0,Not Graduate,No,6397.0,3079,197.0,240.0,0.0,Rural,N
LP001392,Female,Yes,0,Not Graduate,No,4844.0,1028,53.0,84.0,1.0,Rural,Y
LP001393,Male,Yes,1,Graduate,No,5886.0,1198,99.0,180.0,1.0,Rural,Y
LP001394,Male,Yes,0,Not Graduate,No,3713.0,4025,222.0,240.0,1.0,Semiurban,Y
LP001395,Female,Yes,2,Graduate,No,3306.0,3371,155.0,360.0,1.0,Semiurban,Y
LP001396,Male,No,1,Graduate,No,12358.0,0,107.0,360.0,0.0,Semiurban,N
LP001397,Male,No,2,Graduate,Yes,16037.0,0,,180.0,1.0,Rural,Y
LP001398,Female,Yes,1,Graduate,No,2049.0,3154,167.0,180.0,1.0,Semiurban,Y
LP001399,Male,Yes,0,Graduate,No,8512.0,707,107.0,360.0,0.0,Semiurban,N
LP001400,Male,No,3+,Graduate,Yes,10050.0,0,128.0,360.0,1.0,Semiurban,Y
LP001401,Male,Yes,2,Not Graduate,No,2902.0,8507,192.0,360.0,0.0,Rural,N
LP001402,Male,Yes,1,Graduate,No,4523.0,2437,101.0,360.0,1.0,Rural,Y
LP001403,Female,Yes,0,Not Graduate,No,4246.0,864,78.0,180.0,1.0,Semiurban,Y
LP001404,Male,Yes,0,Graduate,No,18780.0,2082,104.0,360.0,1.0,Semiurban,Y
LP001405,Male,Yes,1,Graduate,Yes,16179.0,4137,94.0,360.0,1.0,Rural,Y
LP001406,Male,No,0,Graduate,Yes,3454.0,0,105.0,60.0,1.0,Rural,Y
LP001407,Female,No,1,Graduate,No,2501.0,0,67.0,360.0,1.0,Semiurban,Y
LP001408,Male,Yes,0,Graduate,No,9545.0,954,148.0,360.0,1.0,Semiurban,Y
LP001409,Female,Yes,0,Graduate,No,8320.0,1013,190.0,360.0,1.0,Semiurban,Y
LP001410,Male,Yes,0,Graduate,No,12662.0,3733,97.0,300.0,1.0,Semiurban,Y
LP001411,Female,Yes,0,Graduate,No,3180.0,1023,103.0,360.0,1.0,Urban,Y
LP001412,Female,No,0,Graduate,No,9266.0,0,125.0,360.0,1.0,Urban,Y
LP001413,Female,Yes,2,Graduate,,3870.0,1415,,180.0,1.0,Rural,Y
LP001414,Female,No,0,Not Graduate,No,8725.0,0,199.0,240.0,1.0,Rural,Y
LP001415,Male,Yes,3+,Graduate,No,5871.0,4217,94.0,360.0,1.0,Semiurban,Y
LP001416,Male,Yes,2,Graduate,No,18777.0,6745,109.0,240.0,1.0,Rural,Y
LP001417,Male,Yes,2,Graduate,No,7851.0,1935,99.0,36.0,1.0,Semiurban,Y
LP001418,Male,Yes,0,Graduate,No,4972.0,3062,201.0,240.0,1.0,Urban,Y
LP001419,Female,No,2,Graduate,No,6521.0,0,122.0,120.0,1.0,Semiurban,Y
LP001420,Female,No,3+,Graduate,No,5652.0,0,298.0,360.0,1.0,Urban,Y
LP001421,Male,Yes,1,Not Graduate,No,3003.0,1557,155.0,360.0,1.0,Urban,Y
LP001422,Male,Yes,0,Graduate,No,19052.0,2463,213.0,360.0,1.0,Rural,Y
LP001423,Male,No,1,Graduate,No,15666.0,0,118.0,120.0,1.0,Semiurban,Y
LP001424,Male,No,0,Graduate,No,5400.0,0,92.0,360.0,1.0,Urban,Y
LP001425,Male,Yes,0,Graduate,,9136.0,267,133.0,120.0,1.0,Semiurban,Y
LP001426,Male,Yes,1,Graduate,No,20555.0,2855,102.0,240.0,1.0,Semiurban,Y
LP001427,Male,Yes,2,Graduate,Yes,12609.0,2335,60.0,360.0,,Semiurban,Y
LP001428,Male,Yes,0,Graduate,No,4992.0,2433,201.0,480.0,1.0,Urban,Y
LP001429,Male,Yes,0,Graduate,No,5694.0,702,136.0,300.0,1.0,Urban,Y
LP001430,Male,Yes,2,Graduate,Yes,2142.0,472,101.0,360.0,1.0,Semiurban,Y
LP001431,Female,Yes,0,Graduate,No,9555.0,2935,156.0,360.0,0.0,Semiurban,N
LP001432,Male,Yes,0,Graduate,No,12654.0,5286,137.0,360.0,1.0,Rural,Y
LP001433,Male,Yes,1,Not Graduate,Yes,12706.0,2156,236.0,360.0,0.0,Semiurban,N
LP001434,Male,No,2,Not Graduate,No,9142.0,0,,360.0,0.0,Rural,N
LP001435,Male,Yes,0,Graduate,No,7416.0,1253,126.0,360.0,,Rural,Y
LP001436,Female,Yes,0,Graduate,No,3299.0,2357,177.0,360.0,1.0,Urban,Y
LP001437,Male,Yes,0,Graduate,No,7272.0,4820,132.0,480.0,0.0,Urban,N
LP001438,Male,Yes,0,Not Graduate,Yes,4109.0,1407,145.0,360.0,1.0,Semiurban,Y
LP001439,Female,No,2,Graduate,No,8226.0,0,219.0,360.0,1.0,Rural,Y
LP001440,Female,Yes,2,Graduate,No,3796.0,489,84.0,360.0,,Urban,Y
LP001441,Male,Yes,0,Graduate,Yes,8195.0,1107,95.0,360.0,1.0,Urban,Y
LP001442,Male,No,0,Not Graduate,No,13278.0,0,114.0,360.0,1.0,Semiurban,Y
LP001443,Male,No,0,Graduate,Yes,7527.0,0,,360.0,1.0,Rural,Y
LP001444,Male,No,0,Not Graduate,No,7311.0,0,213.0,360.0,1.0,Urban,Y
LP001445,Male,Yes,0,Graduate,,10382.0,791,76.0,360.0,1.0,Urban,Y
LP001446,Male,Yes,0,Graduate,No,17365.0,8136,133.0,60.0,1.0,Urban,Y
LP001447,Female,No,2,Graduate,No,5629.0,0,108.0,360.0,1.0,Rural,Y
LP001448,Male,Yes,0,Graduate,No,8206.0,3077,265.0,300.0,1.0,Semiurban,Y
LP001449,Male,No,1,Graduate,No,14865.0,0,191.0,180.0,1.0,Semiurban,Y
LP001450,Male,No,0,Graduate,No,8969.0,0,148.0,360.0,0.0,Rural,N
LP001451,Female,Yes,2,Graduate,Yes,1805.0,1153,198.0,360.0,1.0,Semiurban,Y
LP001452,Male,Yes,3+,Graduate,Yes,3907.0,11005,79.0,120.0,1.0,Rural,Y
LP001453,Female,Yes,0,Graduate,No,9420.0,4689,302.0,360.0,0.0,Urban,N
LP001454,Female,Yes,0,Graduate,No,4722.0,7439,96.0,180.0,1.0,Urban,Y
LP001455,Male,No,2,Graduate,No,14246.0,0,222.0,360.0,1.0,Semiurban,Y
LP001456,Male,No,0,Graduate,No,18302.0,0,167.0,360.0,1.0,Urban,Y
LP001457,,Yes,0,Not Graduate,,4213.0,1430,149.0,360.0,1.0,Rural,Y
LP001458,Male,No,,Not Graduate,No,3231.0,0,218.0,360.0,1.0,Semiurban,Y
LP001459,Female,Yes,2,Not Graduate,No,4833.0,1398,200.0,360.0,0.0,Urban,N
LP001460,Male,No,0,Graduate,Yes,4669.0,0,140.0,360.0,1.0,Rural,Y
LP001461,Male,Yes,0,Graduate,Yes,15088.0,796,113.0,360.0,1.0,Semiurban,Y
LP001462,Male,No,0,Not Graduate,No,3225.0,0,141.0,360.0,1.0,Semiurban,Y
LP001463,Male,No,1,Graduate,No,9372.0,0,129.0,480.0,1.0,Urban,Y
LP001464,Male,Yes,0,Graduate,No,13804.0,9777,155.0,360.0,0.0,Rural,N
LP001465,Male,Yes,2,Graduate,Yes,9814.0,4360,202.0,360.0,1.0,Semiurban,Y
LP001466,Male,No,1,Graduate,No,7800.0,0,162.0,360.0,1.0,Rural,Y
LP001467,Male,Yes,0,Graduate,No,5446.0,3082,145.0,360.0,1.0,Semiurban,Y
LP001468,Male,No,0,Not Graduate,No,18204.0,0,,360.0,1.0,Semiurban,Y
LP001469,Male,No,2,Graduate,No,5181.0,0,153.0,300.0,1.0,Urban,Y
LP001470,Male,No,2,Graduate,Yes,10604.0,0,68.0,360.0,1.0,Semiurban,Y
LP001471,Female,Yes,0,Graduate,No,5458.0,5534,98.0,360.0,1.0,Urban,Y
LP001472,Male,Yes,0,Not Graduate,No,1988.0,5321,171.0,480.0,0.0,Rural,N
LP001473,Male,No,0,Graduate,No,5106.0,0,191.0,360.0,1.0,Urban,Y
LP001474,Male,Yes,0,Not Graduate,No,5466.0,2384,133.0,360.0,1.0,Urban,Y
LP001475,Male,Yes,0,Graduate,No,5508.0,5308,146.0,360.0,1.0,Semiurban,Y
LP001476,Male,Yes,0,Not Graduate,No,4039.0,513,156.0,360.0,1.0,Semiurban,Y
LP001477,Male,No,0,Not Graduate,No,8738.0,0,176.0,360.0,1.0,Semiurban,Y
LP001478,Female,Yes,2,Graduate,Yes,9342.0,1003,124.0,360.0,0.0,Rural,N
LP001479,Male,Yes,2,Graduate,No,4997.0,2227,91.0,360.0,1.0,Semiurban,Y
LP001480,Male,Yes,2,Graduate,Yes,4971.0,1216,157.0,360.0,1.0,Rural,Y
LP001481,Male,No,1,Not Graduate,No,3196.0,0,294.0,360.0,0.0,Semiurban,N
LP001482,Male,Yes,1,Not Graduate,No,6993.0,2616,93.0,360.0,,Semiurban,Y
LP001483,Male,No,0,Graduate,No,13722.0,0,128.0,360.0,1.0,Rural,Y
LP001484,Male,No,1,Graduate,No,13728.0,0,115.0,300.0,1.0,Urban,Y
LP001485,Male,No,0,Not Graduate,No,4190.0,0,353.0,360.0,1.0,Urban,Y
LP001486,Male,No,0,Not Graduate,No,19825.0,0,,120.0,0.0,Urban,N
LP001487,Female,Yes,3+,Graduate,No,4830.0,10449,126.0,12.0,1.0,Semiurban,Y
LP001488,Male,No,2,Not Graduate,No,3263.0,0,116.0,300.0,1.0,Semiurban,Y
LP001489,Female,Yes,0,Graduate,No,2652.0,2257,81.0,300.0,1.0,Urban,Y
LP001490,Male,No,1,Graduate,No,3147.0,0,80.0,360.0,1.0,Urban,Y
LP001491,Male,Yes,0,Graduate,No,7334.0,2986,169.0,360.0,1.0,Urban,Y
LP001492,Female,No,0,Graduate,No,5144.0,0,178.0,360.0,1.0,Semiurban,Y
LP001493,Male,No,0,Graduate,No,4108.0,0,107.0,360.0,1.0,Urban,Y
LP001494,Male,Yes,0,Graduate,No,3610.0,726,236.0,360.0,1.0,Rural,Y
LP001495,Male,No,1,Graduate,No,3129.0,0,55.0,360.0,1.0,Rural,Y
LP001496,Male,Yes,0,Graduate,No,3520.0,6306,81.0,360.0,,Rural,Y
LP001497,Female,Yes,0,Graduate,No,11040.0,824,97.0,36.0,1.0,Rural,Y
LP001498,Male,Yes,3+,Not Graduate,No,17712.0,3127,134.0,360.0,0.0,Rural,N
LP001499,Male,Yes,0,Not Graduate,No,18381.0,944,112.0,360.0,1.0,Semiurban,Y
LP001500,Male,Yes,0,Graduate,No,9066.0,1663,124.0,360.0,1.0,Semiurban,Y
LP001501,Male,No,0,Not Graduate,,4468.0,0,163.0,360.0,1.0,Rural,Y
LP001502,Female,Yes,0,Graduate,No,4021.0,1366,241.0,360.0,1.0,Semiurban,Y
LP001503,Male,Yes,0,Graduate,No,9449.0,1374,185.0,360.0,1.0,Semiurban,Y
LP001504,Male,No,1,Graduate,No,5178.0,0,137.0,84.0,,Urban,Y
LP001505,Female,No,2,Graduate,No,7686.0,0,130.0,360.0,1.0,Semiurban,Y
LP001506,Male,Yes,0,Not Graduate,Yes,19116.0,4784,209.0,360.0,1.0,Rural,Y
LP001507,Male,No,0,Graduate,No,6837.0,0,,360.0,1.0,Semiurban,Y
LP001508,Male,Yes,0,Graduate,No,23546.0,2411,173.0,360.0,1.0,Semiurban,Y
LP001509,Male,Yes,2,Graduate,No,3053.0,751,110.0,300.0,1.0,Semiurban,Y
LP001510,Male,Yes,0,Graduate,No,7851.0,1655,149.0,60.0,1.0,Rural,Y
LP001511,Male,No,0,Graduate,No,7246.0,0,169.0,360.0,1.0,Semiurban,Y
LP001512,Male,Yes,3+,Graduate,No,3326.0,864,108.0,360.0,0.0,Semiurban,N
LP001513,Male,Yes,1,Graduate,No,9711.0,2828,190.0,360.0,1.0,Urban,Y
LP001514,Male,No,0,Graduate,No,15040.0,0,149.0,360.0,1.0,Semiurban,Y
LP001515,Female,Yes,0,Graduate,No,22507.0,2046,214.0,360.0,1.0,Rural,Y
LP001516,Male,Yes,0,Graduate,No,7683.0,4816,91.0,180.0,1.0,Urban,Y
LP001517,Male,No,3+,Graduate,No,1920.0,0,67.0,60.0,1.0,Rural,Y
LP001518,Female,No,0,Graduate,No,7992.0,0,115.0,360.0,,Urban,N
LP001519,Male,Yes,0,Graduate,No,9369.0,5735,136.0,360.0,1.0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,5213.0,5460,65.0,360.0,1.0,Semiurban,Y
LP001521,Male,No,0,Not Graduate,No,6830.0,0,105.0,360.0,1.0,Semiurban,Y
LP001522,Male,Yes,0,Graduate,No,4492.0,830,224.0,180.0,1.0,Semiurban,Y
LP001523,Female,Yes,2,Not Graduate,No,5540.0,1025,166.0,300.0,1.0,Rural,Y
LP001524,Male,Yes,0,Graduate,No,11053.0,508,142.0,360.0,1.0,Rural,Y
LP001525,Male,Yes,2,Graduate,No,13814.0,3130,88.0,180.0,1.0,Urban,Y
LP001526,Male,No,2,Graduate,No,2801.0,0,221.0,180.0,1.0,Urban,Y
LP001527,Male,Yes,0,Graduate,No,4417.0,1986,114.0,360.0,1.0,Urban,Y
LP001528,Male,Yes,1,Graduate,No,2314.0,601,139.0,360.0,0.0,Semiurban,N
LP001529,Male,Yes,2,Graduate,No,18088.0,1350,158.0,360.0,1.0,Semiurban,Y
LP001530,Male,Yes,1,Graduate,No,10122.0,5455,144.0,360.0,1.0,Urban,Y
LP001531,Male,Yes,1,Graduate,No,1807.0,2945,244.0,360.0,1.0,Rural,Y
LP001532,Male,No,0,Graduate,No,5775.0,0,169.0,360.0,0.0,Urban,N
LP001533,Male,No,0,Not Graduate,No,5064.0,0,154.0,360.0,0.0,Urban,N
LP001534,Male,Yes,1,Not Graduate,No,3814.0,2351,130.0,360.0,1.0,Semiurban,Y
LP001535,Male,Yes,0,Graduate,No,11179.0,322,160.0,360.0,1.0,Semiurban,Y
LP001536,Male,Yes,0,Graduate,No,11026.0,749,123.0,360.0,1.0,Urban,Y
LP001537,Male,Yes,0,Graduate,No,7056.0,2309,145.0,360.0,1.0,Rural,Y
LP001538,Male,Yes,0,Not Graduate,No,4085.0,1835,117.0,360.0,1.0,Semiurban,Y
LP001539,Female,Yes,2,Graduate,Yes,4105.0,1576,110.0,360.0,1.0,Semiurban,Y
LP001540,Male,No,2,Graduate,Yes,6163.0,0,93.0,36.0,0.0,Urban,N
LP001541,,No,2,Not Graduate,No,4563.0,0,120.0,360.0,1.0,Rural,Y
LP001542,Male,Yes,0,Graduate,No,5982.0,2438,117.0,360.0,1.0,Rural,Y
LP001543,Male,No,0,Graduate,Yes,8390.0,0,279.0,60.0,1.0,Semiurban,Y
LP001544,Male,Yes,2,Not Graduate,Yes,2392.0,7229,200.0,360.0,,Urban,Y
LP001545,,Yes,0,Not Graduate,No,3809.0,7067,127.0,360.0,1.0,Urban,Y
LP001546,Male,No,1,Graduate,Yes,5883.0,0,113.0,360.0,1.0,Semiurban,Y
LP001547,Male,Yes,1,Graduate,No,15355.0,1779,172.0,360.0,1.0,Urban,Y
LP001548,Male,Yes,0,Graduate,No,9969.0,1407,292.0,360.0,1.0,Semiurban,Y
LP001549,Male,No,0,Graduate,,5990.0,0,185.0,360.0,1.0,Urban,Y
LP001550,Male,Yes,1,Graduate,No,7642.0,1692,67.0,360.0,1.0,Rural,Y
LP001551,Male,No,0,Graduate,Yes,5648.0,0,190.0,360.0,0.0,Semiurban,N
LP001552,Male,Yes,2,Graduate,No,11457.0,5789,204.0,120.0,1.0,Semiurban,Y
LP001553,Male,No,1,Graduate,No,7787.0,0,324.0,360.0,1.0,Rural,Y
LP001554,Male,Yes,0,Not Graduate,Yes,12930.0,1997,122.0,240.0,1.0,Semiurban,Y
LP001555,Male,Yes,1,Not Graduate,No,2662.0,2516,142.0,300.0,1.0,Urban,Y
LP001556,Male,Yes,0,Graduate,No,3701.0,3106,161.0,360.0,0.0,Semiurban,N
LP001557,Female,No,0,Graduate,No,7078.0,0,99.0,360.0,1.0,Semiurban,Y
LP001558,Male,Yes,3+,Graduate,Yes,8072.0,6259,95.0,60.0,0.0,Rural,N
LP001559,Male,No,1,Graduate,,25342.0,0,158.0,360.0,1.0,Rural,Y
LP001560,Female,Yes,1,Graduate,No,2029.0,2344,72.0,360.0,1.0,Semiurban,Y
LP001561,Female,Yes,2,Graduate,No,5885.0,1666,79.0,360.0,0.0,Rural,N
LP001562,Male,Yes,0,Graduate,No,5729.0,1421,186.0,360.0,1.0,Urban,Y
LP001563,Female,Yes,0,Graduate,Yes,6924.0,3315,,360.0,1.0,Urban,Y
LP001564,Female,No,0,Graduate,No,16983.0,0,221.0,360.0,1.0,Urban,Y
LP001565,Male,Yes,0,Not Graduate,No,10155.0,1126,162.0,360.0,0.0,Semiurban,N
LP001566,Male,No,0,Graduate,No,2293.0,0,135.0,360.0,1.0,Urban,Y
LP001567,Male,Yes,0,Graduate,No,15067.0,575,225.0,360.0,0.0,Urban,N
LP001568,Male,Yes,1,Graduate,No,14817.0,2899,113.0,360.0,1.0,Rural,Y
LP001569,Male,Yes,0,Not Graduate,No,7029.0,887,118.0,360.0,1.0,Urban,Y
LP001570,Male,No,1,Graduate,No,2274.0,0,131.0,360.0,1.0,Urban,Y
LP001571,,No,2,Graduate,No,5481.0,0,161.0,300.0,1.0,Urban,Y
LP001572,Male,Yes,3+,Graduate,No,7952.0,1314,131.0,180.0,1.0,Urban,Y
LP001573,Male,Yes,0,Graduate,No,10915.0,183,74.0,360.0,1.0,Urban,Y
LP001574,Female,Yes,3+,Graduate,No,2075.0,2949,121.0,360.0,1.0,Urban,Y
LP001575,Male,Yes,2,Not Graduate,No,3784.0,3374,133.0,360.0,1.0,Urban,Y
LP001576,Male,Yes,0,Graduate,No,11601.0,1589,141.0,360.0,,Rural,Y
LP001577,Male,Yes,0,Graduate,,14780.0,1493,112.0,360.0,0.0,Semiurban,N
LP001578,Female,No,0,Graduate,No,7772.0,0,164.0,360.0,1.0,Semiurban,Y
LP001579,Female,No,1,Graduate,No,11957.0,0,71.0,240.0,0.0,Semiurban,N
LP001580,Female,No,0,Graduate,Yes,7889.0,0,159.0,300.0,1.0,Rural,Y
LP001581,Female,No,0,Graduate,No,10698.0,0,275.0,360.0,1.0,Rural,Y
LP001582,Male,Yes,2,Not Graduate,No,6549.0,4238,105.0,360.0,1.0,Semiurban,Y
LP001583,Male,No,0,Graduate,No,8006.0,0,137.0,300.0,1.0,Urban,Y
LP001584,Male,Yes,0,Not Graduate,No,2884.0,2449,122.0,360.0,1.0,Urban,Y
LP001585,Male,Yes,2,Not Graduate,Yes,9258.0,3382,122.0,360.0,0.0,Urban,N
LP001586,Female,Yes,,Graduate,No,2832.0,3206,89.0,360.0,,Rural,Y
LP001587,Male,Yes,2,Graduate,No,9252.0,965,298.0,360.0,0.0,Semiurban,N
LP001588,Male,No,0,Not Graduate,Yes,4613.0,0,157.0,300.0,,Urban,Y
LP001589,Male,No,0,Not Graduate,No,7495.0,0,103.0,360.0,0.0,Urban,N
LP001590,Male,Yes,0,Graduate,No,3389.0,1442,98.0,360.0,0.0,Rural,N
LP001591,Male,Yes,0,Not Graduate,No,4437.0,4501,138.0,360.0,0.0,Semiurban,N
LP001592,Male,No,0,Graduate,No,7486.0,0,56.0,360.0,1.0,Urban,Y
LP001593,Female,Yes,3+,Graduate,Yes,9439.0,277,205.0,360.0,0.0,Rural,N
LP001594,Male,No,1,Graduate,No,11571.0,0,109.0,360.0,1.0,Semiurban,Y
LP001595,Female,No,0,Graduate,No,3011.0,0,157.0,360.0,1.0,Semiurban,Y
LP001596,Male,Yes,0,Graduate,No,2439.0,4579,160.0,300.0,0.0,Semiurban,N
LP001597,Male,Yes,0,Graduate,No,3344.0,567,198.0,360.0,1.0,Semiurban,Y
LP001598,Male,Yes,0,Graduate,No,3167.0,165,164.0,360.0,0.0,Urban,N
LP001599,Female,Yes,1,Not Graduate,No,15369.0,3487,181.0,84.0,1.0,Rural,Y
LP001600,Male,Yes,0,Graduate,No,13415.0,3906,202.0,360.0,1.0,Rural,Y
LP001601,Female,Yes,2,Graduate,No,3301.0,434,118.0,360.0,1.0,Semiurban,Y
LP001602,Male,Yes,0,Graduate,No,16751.0,1637,318.0,360.0,1.0,Semiurban,Y
LP001603,Male,Yes,0,Graduate,No,12943.0,6150,155.0,360.0,1.0,Rural,Y
LP001604,,Yes,3+,Graduate,No,2258.0,763,133.0,36.0,1.0,Urban,Y
LP001605,Male,No,0,Graduate,No,3235.0,0,96.0,180.0,1.0,Urban,Y
LP001606,Male,Yes,0,Graduate,No,2218.0,2715,124.0,300.0,1.0,Rural,Y
LP001607,Female,No,1,Not Graduate,No,5699.0,0,158.0,360.0,1.0,Urban,Y
LP001608,Male,Yes,0,Graduate,No,6066.0,1152,140.0,360.0,1.0,Semiurban,Y
LP001609,Male,Yes,0,Graduate,No,6059.0,467,279.0,360.0,1.0,Semiurban,Y
LP001610,Male,Yes,0,Not Graduate,No,1779.0,1585,115.0,60.0,,Urban,Y
LP001611,Male,No,0,Graduate,Yes,2550.0,0,176.0,60.0,1.0,Urban,Y
LP001612,Male,Yes,0,Graduate,No,7017.0,2135,86.0,360.0,1.0,Rural,Y
LP001613,Male,Yes,0,Graduate,No,8720.0,3004,322.0,360.0,1.0,Urban,Y
LP001614,Male,Yes,2,Graduate,No,1787.0,5491,83.0,360.0,1.0,Urban,Y
LP001615,Female,No,2,Graduate,No,2783.0,0,308.0,360.0,1.0,Semiurban,Y
LP001616,Male,Yes,0,Not Graduate,No,11086.0,2135,127.0,360.0,0.0,Urban,N
LP001617,Male,Yes,0,Graduate,Yes,2880.0,1404,55.0,360.0,1.0,Semiurban,Y
LP001618,Male,No,0,Not Graduate,No,5950.0,0,231.0,360.0,1.0,Rural,Y
LP001619,Female,Yes,0,Graduate,No,2720.0,836,139.0,360.0,1.0,Semiurban,Y
LP001620,Male,Yes,0,Graduate,No,9886.0,2588,112.0,360.0,1.0,Semiurban,Y
LP001621,Male,No,2,Graduate,No,1790.0,0,174.0,360.0,,Semiurban,Y
LP001622,Male,Yes,0,Graduate,No,5001.0,2737,175.0,240.0,1.0,Rural,Y
LP001623,Female,Yes,0,Graduate,Yes,10553.0,857,159.0,360.0,1.0,Rural,Y
LP001624,Male,Yes,1,Graduate,No,8656.0,1245,211.0,84.0,1.0,Rural,Y
LP001625,Male,Yes,2,Graduate,No,4544.0,2555,149.0,60.0,1.0,Urban,Y
LP001626,Male,No,0,Graduate,No,3947.0,0,174.0,360.0,1.0,Urban,Y
LP001627,Male,Yes,0,Graduate,No,5220.0,389,109.0,360.0,1.0,Urban,Y
LP001628,Male,Yes,3+,Graduate,No,2769.0,1786,182.0,360.0,1.0,Urban,Y
LP001629,Male,Yes,0,Graduate,No,5653.0,952,109.0,360.0,1.0,Urban,Y
LP001630,Male,No,1,Graduate,Yes,5712.0,0,86.0,360.0,1.0,Rural,Y
LP001631,Male,No,1,Graduate,Yes,4671.0,0,124.0,360.0,1.0,Urban,Y
LP001632,Female,Yes,0,Graduate,Yes,10940.0,291,120.0,360.0,1.0,Urban,Y
LP001633,Male,No,0,Graduate,No,3158.0,0,195.0,360.0,1.0,Rural,Y
LP001634,Male,Yes,0,Graduate,No,2159.0,2469,75.0,300.0,1.0,Rural,Y
LP001635,Female,No,0,Graduate,No,4380.0,0,208.0,360.0,1.0,Urban,Y
LP001636,Male,Yes,0,Graduate,No,6467.0,3651,105.0,480.0,,Urban,Y
LP001637,Male,Yes,2,Not Graduate,Yes,5631.0,649,50.0,300.0,1.0,Rural,Y
LP001638,Female,No,1,Not Graduate,No,5482.0,0,83.0,360.0,1.0,Rural,Y
LP001639,Male,No,3+,Graduate,No,3054.0,0,119.0,300.0,1.0,Semiurban,Y
LP001640,Male,Yes,3+,Graduate,No,3329.0,537,160.0,360.0,1.0,Semiurban,Y
LP001641,Male,Yes,1,Graduate,No,4478.0,9864,127.0,360.0,1.0,Semiurban,Y
